frame_added, 639
box_created, 639, ef749360-cd17-4f4a-afb4-9950181976a1, 274.63817435644603, 539.7181227646495, 339.9662462743411, 446.62888601389847
box_created, 639, 447cbe95-d127-4f91-a24c-f34ab2ef8729, 287.1123792757763, 437.53423407798505, 282.8163061546134, 359.4297083965897
box_created, 639, 47a83578-1430-4884-80cb-5454a2483838, 981.6257246112928, 101.3410804464365, 214.19412708598375, 142.54631412746272
box_created, 639, 08128168-3720-4747-b66a-746fef0c93c9, 453.8527822397095, 241.40634908401802, 135.93782927489647, 26.507969246933108
box_attribute_changed, 47a83578-1430-4884-80cb-5454a2483838, label, motorcycle
box_moved, 447cbe95-d127-4f91-a24c-f34ab2ef8729, 40.488186425474126, 153.2026894951756, 148.24704198304306, 44.49702857719561
box_moved, 08128168-3720-4747-b66a-746fef0c93c9, 906.4028137652878, 499.49622580786706, 40.34424224138142, 319.31425265754484
box_created, 639, 17882666-6a14-4247-90bd-0e4bf3be9415, 282.34345499261775, 4.3961853670687, 161.14925878924555, 137.53173360797285
box_attribute_changed, 08128168-3720-4747-b66a-746fef0c93c9, label, bus
box_created, 639, 14a6b0a4-288c-4e19-a3a3-178acc4b4e07, 963.3854563609207, 389.6227401471407, 374.7718367678676, 217.07474451081694
